'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV'
'0:00.800',-0.011,-0.042,-0.031,0.027,0.010,-0.037,0.037,0.000,-0.066,-0.062,-0.044,-0.053
'0:00.801',-0.009,-0.047,-0.037,0.028,0.014,-0.043,0.037,-0.013,-0.075,-0.075,-0.056,-0.056
'0:00.802',-0.006,-0.052,-0.046,0.029,0.019,-0.049,0.037,-0.019,-0.084,-0.078,-0.063,-0.063
'0:00.803',-0.009,-0.053,-0.044,0.031,0.017,-0.049,0.037,-0.025,-0.094,-0.088,-0.069,-0.069
'0:00.804',-0.017,-0.061,-0.044,0.039,0.013,-0.053,0.041,-0.031,-0.100,-0.094,-0.078,-0.066
'0:00.805',-0.022,-0.062,-0.041,0.042,0.009,-0.052,0.044,-0.038,-0.106,-0.100,-0.081,-0.069
'0:00.806',-0.023,-0.068,-0.044,0.046,0.011,-0.056,0.047,-0.047,-0.113,-0.100,-0.084,-0.072
'0:00.807',-0.025,-0.069,-0.044,0.047,0.009,-0.056,0.044,-0.056,-0.113,-0.106,-0.088,-0.081
'0:00.808',-0.025,-0.072,-0.047,0.049,0.011,-0.059,0.041,-0.059,-0.116,-0.116,-0.088,-0.081
'0:00.809',-0.025,-0.078,-0.053,0.052,0.014,-0.066,0.037,-0.063,-0.119,-0.119,-0.094,-0.081
'0:00.810',-0.025,-0.081,-0.056,0.053,0.016,-0.069,0.034,-0.066,-0.128,-0.122,-0.088,-0.088
'0:00.811',-0.028,-0.087,-0.059,0.058,0.016,-0.074,0.031,-0.063,-0.131,-0.119,-0.088,-0.088
'0:00.812',-0.030,-0.089,-0.059,0.060,0.014,-0.074,0.034,-0.072,-0.141,-0.125,-0.097,-0.091
'0:00.813',-0.028,-0.091,-0.062,0.059,0.017,-0.077,0.031,-0.075,-0.144,-0.125,-0.106,-0.094
'0:00.814',-0.028,-0.093,-0.064,0.061,0.018,-0.079,0.037,-0.084,-0.150,-0.128,-0.106,-0.094
'0:00.815',-0.028,-0.094,-0.066,0.061,0.019,-0.080,0.037,-0.094,-0.156,-0.137,-0.112,-0.100
'0:00.816',-0.027,-0.100,-0.073,0.064,0.023,-0.087,0.034,-0.094,-0.153,-0.137,-0.112,-0.100
'0:00.817',-0.025,-0.103,-0.078,0.064,0.026,-0.091,0.031,-0.094,-0.156,-0.144,-0.112,-0.100
'0:00.818',-0.031,-0.103,-0.072,0.067,0.020,-0.088,0.034,-0.100,-0.159,-0.144,-0.112,-0.100
'0:00.819',-0.031,-0.106,-0.075,0.069,0.022,-0.091,0.031,-0.100,-0.169,-0.144,-0.119,-0.100
'0:00.820',-0.031,-0.106,-0.075,0.069,0.022,-0.091,0.034,-0.106,-0.166,-0.150,-0.116,-0.103
'0:00.821',-0.031,-0.106,-0.075,0.069,0.022,-0.091,0.031,-0.113,-0.169,-0.150,-0.119,-0.100
'0:00.822',-0.034,-0.105,-0.071,0.070,0.018,-0.088,0.031,-0.116,-0.172,-0.153,-0.119,-0.100
'0:00.823',-0.031,-0.106,-0.075,0.069,0.022,-0.091,0.031,-0.119,-0.175,-0.163,-0.119,-0.100
'0:00.824',-0.036,-0.111,-0.075,0.073,0.019,-0.093,0.031,-0.116,-0.172,-0.163,-0.119,-0.097
'0:00.825',-0.041,-0.112,-0.072,0.077,0.016,-0.093,0.031,-0.119,-0.175,-0.163,-0.119,-0.094
'0:00.826',-0.041,-0.114,-0.073,0.077,0.016,-0.094,0.031,-0.119,-0.178,-0.159,-0.122,-0.100
'0:00.827',-0.041,-0.116,-0.075,0.078,0.017,-0.096,0.031,-0.119,-0.181,-0.156,-0.119,-0.100
'0:00.828',-0.042,-0.119,-0.076,0.081,0.017,-0.098,0.031,-0.125,-0.178,-0.156,-0.119,-0.103
'0:00.829',-0.041,-0.119,-0.078,0.080,0.019,-0.099,0.031,-0.125,-0.175,-0.156,-0.119,-0.106
'0:00.830',-0.042,-0.117,-0.075,0.080,0.016,-0.096,0.028,-0.125,-0.184,-0.156,-0.119,-0.106
'0:00.831',-0.041,-0.119,-0.078,0.080,0.019,-0.099,0.025,-0.125,-0.188,-0.163,-0.119,-0.106
'0:00.832',-0.042,-0.120,-0.078,0.081,0.018,-0.099,0.028,-0.128,-0.178,-0.163,-0.122,-0.106
'0:00.833',-0.044,-0.122,-0.078,0.083,0.017,-0.100,0.031,-0.125,-0.181,-0.163,-0.125,-0.106
'0:00.834',-0.042,-0.125,-0.082,0.084,0.020,-0.104,0.031,-0.128,-0.188,-0.166,-0.125,-0.109
'0:00.835',-0.044,-0.125,-0.081,0.084,0.019,-0.103,0.031,-0.131,-0.194,-0.169,-0.125,-0.106
'0:00.836',-0.048,-0.125,-0.077,0.087,0.014,-0.101,0.031,-0.134,-0.194,-0.169,-0.119,-0.109
'0:00.837',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.031,-0.138,-0.194,-0.169,-0.119,-0.106
'0:00.838',-0.053,-0.125,-0.072,0.089,0.009,-0.099,0.028,-0.138,-0.194,-0.166,-0.122,-0.109
'0:00.839',-0.056,-0.128,-0.072,0.092,0.008,-0.100,0.025,-0.138,-0.194,-0.163,-0.125,-0.113
'0:00.840',-0.055,-0.124,-0.069,0.089,0.007,-0.096,0.025,-0.138,-0.194,-0.163,-0.125,-0.116
'0:00.841',-0.053,-0.122,-0.069,0.088,0.008,-0.096,0.025,-0.138,-0.194,-0.163,-0.131,-0.119
'0:00.842',-0.049,-0.121,-0.072,0.085,0.011,-0.096,0.025,-0.138,-0.194,-0.163,-0.134,-0.122
'0:00.843',-0.047,-0.122,-0.075,0.084,0.014,-0.099,0.025,-0.138,-0.194,-0.163,-0.137,-0.125
'0:00.844',-0.047,-0.119,-0.072,0.083,0.013,-0.096,0.025,-0.141,-0.197,-0.159,-0.134,-0.122
'0:00.845',-0.047,-0.119,-0.072,0.083,0.013,-0.096,0.025,-0.138,-0.194,-0.163,-0.137,-0.125
'0:00.846',-0.045,-0.116,-0.071,0.081,0.013,-0.093,0.022,-0.134,-0.191,-0.163,-0.137,-0.125
'0:00.847',-0.047,-0.116,-0.069,0.081,0.011,-0.093,0.019,-0.138,-0.188,-0.163,-0.137,-0.125
'0:00.848',-0.047,-0.117,-0.070,0.082,0.011,-0.094,0.022,-0.138,-0.194,-0.169,-0.137,-0.128
'0:00.849',-0.047,-0.116,-0.069,0.081,0.011,-0.093,0.025,-0.138,-0.194,-0.163,-0.137,-0.125
'0:00.850',-0.047,-0.119,-0.072,0.083,0.013,-0.096,0.025,-0.138,-0.194,-0.172,-0.134,-0.122
'0:00.851',-0.047,-0.119,-0.072,0.083,0.013,-0.096,0.025,-0.138,-0.188,-0.169,-0.131,-0.113
'0:00.852',-0.047,-0.119,-0.072,0.083,0.013,-0.096,0.025,-0.141,-0.194,-0.166,-0.131,-0.113
'0:00.853',-0.044,-0.119,-0.075,0.081,0.016,-0.097,0.025,-0.144,-0.194,-0.169,-0.131,-0.113
'0:00.854',-0.042,-0.119,-0.076,0.081,0.017,-0.098,0.016,-0.147,-0.188,-0.172,-0.134,-0.113
'0:00.855',-0.041,-0.116,-0.075,0.078,0.017,-0.096,0.019,-0.150,-0.194,-0.175,-0.137,-0.119
'0:00.856',-0.037,-0.119,-0.081,0.078,0.022,-0.100,0.022,-0.144,-0.191,-0.169,-0.137,-0.113
'0:00.857',-0.041,-0.119,-0.078,0.080,0.019,-0.099,0.025,-0.144,-0.194,-0.169,-0.137,-0.113
'0:00.858',-0.044,-0.120,-0.076,0.082,0.016,-0.098,0.025,-0.141,-0.194,-0.169,-0.131,-0.109
'0:00.859',-0.047,-0.122,-0.075,0.084,0.014,-0.099,0.025,-0.138,-0.188,-0.169,-0.131,-0.106
'0:00.860',-0.050,-0.123,-0.073,0.087,0.011,-0.098,0.025,-0.141,-0.191,-0.169,-0.131,-0.106
'0:00.861',-0.050,-0.125,-0.075,0.088,0.013,-0.100,0.025,-0.138,-0.194,-0.169,-0.131,-0.100
'0:00.862',-0.051,-0.119,-0.067,0.085,0.008,-0.093,0.025,-0.138,-0.191,-0.163,-0.131,-0.100
'0:00.863',-0.050,-0.116,-0.066,0.083,0.008,-0.091,0.025,-0.138,-0.188,-0.163,-0.131,-0.100
'0:00.864',-0.042,-0.112,-0.070,0.077,0.014,-0.091,0.022,-0.141,-0.188,-0.163,-0.131,-0.100
'0:00.865',-0.034,-0.112,-0.078,0.074,0.022,-0.096,0.019,-0.144,-0.188,-0.163,-0.131,-0.100
'0:00.866',-0.037,-0.109,-0.072,0.074,0.017,-0.091,0.019,-0.141,-0.191,-0.166,-0.134,-0.100
'0:00.867',-0.037,-0.112,-0.075,0.075,0.019,-0.094,0.019,-0.138,-0.188,-0.163,-0.131,-0.100
'0:00.868',-0.039,-0.112,-0.074,0.076,0.018,-0.093,0.019,-0.141,-0.188,-0.159,-0.131,-0.100
'0:00.869',-0.041,-0.112,-0.072,0.077,0.016,-0.093,0.019,-0.138,-0.188,-0.156,-0.131,-0.100
'0:00.870',-0.044,-0.111,-0.067,0.077,0.011,-0.089,0.019,-0.138,-0.188,-0.166,-0.128,-0.100
'0:00.871',-0.047,-0.112,-0.066,0.080,0.009,-0.089,0.019,-0.138,-0.188,-0.169,-0.125,-0.100
'0:00.872',-0.046,-0.111,-0.066,0.079,0.010,-0.089,0.019,-0.134,-0.188,-0.163,-0.128,-0.100
'0:00.873',-0.044,-0.109,-0.066,0.077,0.011,-0.088,0.019,-0.131,-0.188,-0.163,-0.131,-0.100
'0:00.874',-0.039,-0.108,-0.069,0.074,0.014,-0.089,0.019,-0.131,-0.191,-0.166,-0.128,-0.103
'0:00.875',-0.034,-0.106,-0.072,0.071,0.019,-0.089,0.019,-0.125,-0.188,-0.163,-0.125,-0.106
'0:00.876',-0.034,-0.103,-0.069,0.069,0.017,-0.086,0.019,-0.125,-0.184,-0.163,-0.125,-0.109
'0:00.877',-0.034,-0.106,-0.072,0.071,0.019,-0.089,0.019,-0.125,-0.181,-0.163,-0.125,-0.106
'0:00.878',-0.034,-0.102,-0.067,0.068,0.016,-0.085,0.019,-0.128,-0.178,-0.159,-0.125,-0.106
'0:00.879',-0.034,-0.100,-0.066,0.067,0.016,-0.083,0.019,-0.131,-0.175,-0.156,-0.125,-0.113
'0:00.880',-0.037,-0.098,-0.061,0.068,0.011,-0.079,0.019,-0.131,-0.178,-0.159,-0.125,-0.113
'0:00.881',-0.041,-0.100,-0.059,0.071,0.009,-0.080,0.019,-0.131,-0.175,-0.163,-0.125,-0.113
'0:00.882',-0.039,-0.101,-0.062,0.071,0.011,-0.082,0.019,-0.131,-0.175,-0.163,-0.128,-0.106
'0:00.883',-0.037,-0.100,-0.062,0.069,0.013,-0.081,0.019,-0.131,-0.175,-0.163,-0.125,-0.113
'0:00.884',-0.034,-0.099,-0.064,0.067,0.015,-0.082,0.019,-0.125,-0.175,-0.159,-0.131,-0.106
'0:00.885',-0.034,-0.097,-0.062,0.066,0.014,-0.080,0.019,-0.125,-0.175,-0.156,-0.131,-0.106
'0:00.886',-0.031,-0.096,-0.064,0.064,0.016,-0.080,0.019,-0.122,-0.178,-0.159,-0.125,-0.116
'0:00.887',-0.034,-0.091,-0.056,0.063,0.011,-0.074,0.019,-0.119,-0.175,-0.156,-0.125,-0.113
'0:00.888',-0.031,-0.094,-0.062,0.063,0.016,-0.078,0.019,-0.122,-0.175,-0.153,-0.122,-0.109
'0:00.889',-0.034,-0.094,-0.059,0.064,0.013,-0.077,0.019,-0.119,-0.175,-0.150,-0.119,-0.106
'0:00.890',-0.034,-0.094,-0.059,0.064,0.013,-0.077,0.016,-0.119,-0.169,-0.153,-0.122,-0.106
'0:00.891',-0.034,-0.094,-0.059,0.064,0.013,-0.077,0.012,-0.119,-0.175,-0.150,-0.125,-0.106
'0:00.892',-0.034,-0.092,-0.057,0.063,0.011,-0.075,0.016,-0.119,-0.166,-0.147,-0.125,-0.103
'0:00.893',-0.037,-0.097,-0.059,0.067,0.011,-0.078,0.025,-0.119,-0.163,-0.144,-0.119,-0.094
'0:00.894',-0.037,-0.097,-0.059,0.067,0.011,-0.078,0.019,-0.113,-0.153,-0.147,-0.116,-0.094
'0:00.895',-0.037,-0.097,-0.059,0.067,0.011,-0.078,0.019,-0.119,-0.156,-0.150,-0.112,-0.094
'0:00.896',-0.039,-0.093,-0.054,0.066,0.008,-0.073,0.019,-0.119,-0.156,-0.150,-0.112,-0.091
'0:00.897',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.019,-0.119,-0.156,-0.150,-0.112,-0.088
'0:00.898',-0.037,-0.089,-0.052,0.064,0.007,-0.071,0.019,-0.119,-0.159,-0.156,-0.119,-0.097
'0:00.899',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.019,-0.119,-0.163,-0.156,-0.119,-0.094
'0:00.900',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.022,-0.116,-0.163,-0.150,-0.116,-0.100
'0:00.901',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.025,-0.113,-0.163,-0.150,-0.119,-0.100
'0:00.902',-0.042,-0.089,-0.047,0.066,0.003,-0.068,0.025,-0.116,-0.166,-0.150,-0.119,-0.094
'0:00.903',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.025,-0.119,-0.163,-0.150,-0.119,-0.094
'0:00.904',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.022,-0.119,-0.169,-0.150,-0.119,-0.094
'0:00.905',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.019,-0.113,-0.163,-0.150,-0.119,-0.094
'0:00.906',-0.039,-0.089,-0.050,0.064,0.006,-0.069,0.019,-0.119,-0.159,-0.153,-0.119,-0.097
'0:00.907',-0.041,-0.091,-0.050,0.066,0.004,-0.071,0.019,-0.113,-0.156,-0.150,-0.119,-0.094
'0:00.908',-0.039,-0.086,-0.047,0.063,0.004,-0.067,0.019,-0.113,-0.159,-0.147,-0.119,-0.097
'0:00.909',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.019,-0.113,-0.163,-0.144,-0.119,-0.094
'0:00.910',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.016,-0.116,-0.159,-0.153,-0.119,-0.097
'0:00.911',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.012,-0.119,-0.156,-0.150,-0.119,-0.100
'0:00.912',-0.041,-0.089,-0.048,0.065,0.004,-0.069,0.016,-0.116,-0.159,-0.153,-0.119,-0.100
'0:00.913',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.019,-0.113,-0.163,-0.150,-0.119,-0.100
'0:00.914',-0.042,-0.087,-0.045,0.065,0.001,-0.066,0.019,-0.116,-0.159,-0.150,-0.116,-0.097
'0:00.915',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.019,-0.113,-0.156,-0.150,-0.112,-0.094
'0:00.916',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.019,-0.116,-0.156,-0.150,-0.112,-0.094
'0:00.917',-0.034,-0.087,-0.053,0.061,0.009,-0.071,0.019,-0.119,-0.156,-0.150,-0.112,-0.094
'0:00.918',-0.033,-0.083,-0.050,0.058,0.008,-0.067,0.019,-0.119,-0.156,-0.153,-0.119,-0.094
'0:00.919',-0.031,-0.081,-0.050,0.056,0.009,-0.066,0.019,-0.119,-0.156,-0.156,-0.119,-0.094
'0:00.920',-0.033,-0.084,-0.051,0.059,0.009,-0.068,0.019,-0.119,-0.156,-0.153,-0.119,-0.100
'0:00.921',-0.031,-0.084,-0.053,0.058,0.011,-0.069,0.019,-0.119,-0.156,-0.150,-0.112,-0.094
'0:00.922',-0.039,-0.084,-0.046,0.062,0.003,-0.065,0.022,-0.119,-0.156,-0.150,-0.112,-0.094
'0:00.923',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.025,-0.119,-0.156,-0.150,-0.112,-0.094
'0:00.924',-0.037,-0.081,-0.044,0.059,0.003,-0.063,0.019,-0.119,-0.156,-0.150,-0.119,-0.091
'0:00.925',-0.037,-0.078,-0.041,0.058,0.001,-0.059,0.019,-0.119,-0.156,-0.150,-0.119,-0.094
'0:00.926',-0.036,-0.075,-0.039,0.056,0.001,-0.057,0.016,-0.116,-0.156,-0.150,-0.119,-0.097
'0:00.927',-0.037,-0.072,-0.034,0.055,-0.002,-0.053,0.019,-0.113,-0.156,-0.156,-0.119,-0.100
'0:00.928',-0.034,-0.072,-0.037,0.053,0.001,-0.055,0.019,-0.119,-0.156,-0.159,-0.116,-0.094
'0:00.929',-0.031,-0.072,-0.041,0.052,0.004,-0.056,0.019,-0.119,-0.156,-0.156,-0.112,-0.094
'0:00.930',-0.030,-0.073,-0.043,0.052,0.006,-0.058,0.019,-0.113,-0.156,-0.153,-0.116,-0.094
'0:00.931',-0.028,-0.075,-0.047,0.052,0.009,-0.061,0.019,-0.113,-0.156,-0.150,-0.119,-0.094
'0:00.932',-0.034,-0.079,-0.045,0.057,0.005,-0.063,0.022,-0.113,-0.156,-0.150,-0.119,-0.097
'0:00.933',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.025,-0.119,-0.156,-0.150,-0.119,-0.094
'0:00.934',-0.045,-0.087,-0.042,0.066,-0.001,-0.065,0.022,-0.119,-0.159,-0.147,-0.116,-0.097
'0:00.935',-0.047,-0.084,-0.037,0.066,-0.005,-0.061,0.019,-0.119,-0.156,-0.150,-0.112,-0.100
'0:00.936',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.019,-0.128,-0.159,-0.153,-0.116,-0.100
'0:00.937',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.019,-0.125,-0.163,-0.156,-0.112,-0.100
'0:00.938',-0.037,-0.083,-0.046,0.061,0.004,-0.064,0.022,-0.128,-0.163,-0.156,-0.116,-0.100
'0:00.939',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.019,-0.125,-0.163,-0.156,-0.119,-0.100
'0:00.940',-0.042,-0.087,-0.046,0.065,0.002,-0.067,0.016,-0.125,-0.166,-0.153,-0.119,-0.100
'0:00.941',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.019,-0.125,-0.163,-0.150,-0.119,-0.100
'0:00.942',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.012,-0.122,-0.163,-0.156,-0.119,-0.100
'0:00.943',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.012,-0.119,-0.163,-0.156,-0.119,-0.100
'0:00.944',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.012,-0.119,-0.163,-0.156,-0.116,-0.100
'0:00.945',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.012,-0.119,-0.163,-0.156,-0.119,-0.100
'0:00.946',-0.033,-0.084,-0.051,0.059,0.009,-0.068,0.016,-0.128,-0.166,-0.156,-0.125,-0.103
'0:00.947',-0.028,-0.081,-0.053,0.055,0.013,-0.068,0.019,-0.131,-0.169,-0.156,-0.131,-0.100
'0:00.948',-0.029,-0.078,-0.049,0.054,0.009,-0.064,0.016,-0.134,-0.178,-0.156,-0.128,-0.100
'0:00.949',-0.028,-0.084,-0.056,0.056,0.014,-0.071,0.012,-0.138,-0.175,-0.163,-0.125,-0.100
'0:00.950',-0.029,-0.086,-0.056,0.058,0.013,-0.071,0.009,-0.138,-0.178,-0.163,-0.125,-0.103
'0:00.951',-0.034,-0.087,-0.053,0.061,0.009,-0.071,0.006,-0.138,-0.175,-0.163,-0.125,-0.106
'0:00.952',-0.033,-0.086,-0.053,0.060,0.010,-0.070,0.012,-0.131,-0.172,-0.156,-0.122,-0.106
'0:00.953',-0.034,-0.081,-0.047,0.058,0.006,-0.064,0.006,-0.131,-0.169,-0.163,-0.125,-0.106
'0:00.954',-0.036,-0.078,-0.042,0.057,0.003,-0.061,0.006,-0.131,-0.175,-0.159,-0.128,-0.106
'0:00.955',-0.034,-0.075,-0.041,0.055,0.003,-0.058,0.006,-0.131,-0.175,-0.156,-0.131,-0.106
'0:00.956',-0.036,-0.079,-0.044,0.058,0.004,-0.062,0.006,-0.138,-0.178,-0.156,-0.128,-0.113
'0:00.957',-0.034,-0.078,-0.044,0.056,0.004,-0.061,0.006,-0.138,-0.181,-0.163,-0.125,-0.113
'0:00.958',-0.030,-0.077,-0.047,0.054,0.008,-0.062,0.000,-0.138,-0.181,-0.169,-0.131,-0.113
'0:00.959',-0.025,-0.075,-0.050,0.050,0.013,-0.063,0.006,-0.138,-0.181,-0.175,-0.131,-0.106
'0:00.960',-0.028,-0.081,-0.053,0.055,0.013,-0.068,0.006,-0.138,-0.181,-0.175,-0.128,-0.116
'0:00.961',-0.031,-0.084,-0.053,0.058,0.011,-0.069,0.006,-0.138,-0.181,-0.175,-0.125,-0.113
'0:00.962',-0.036,-0.086,-0.050,0.061,0.007,-0.068,0.006,-0.138,-0.181,-0.178,-0.128,-0.109
'0:00.963',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.006,-0.138,-0.181,-0.181,-0.131,-0.113
'0:00.964',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.006,-0.144,-0.181,-0.175,-0.131,-0.103
'0:00.965',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.006,-0.144,-0.181,-0.181,-0.131,-0.106
'0:00.966',-0.041,-0.086,-0.046,0.064,0.003,-0.066,0.009,-0.144,-0.178,-0.181,-0.131,-0.109
'0:00.967',-0.044,-0.084,-0.041,0.064,-0.002,-0.063,0.006,-0.144,-0.181,-0.181,-0.131,-0.113
'0:00.968',-0.042,-0.087,-0.045,0.065,0.001,-0.066,0.009,-0.147,-0.181,-0.178,-0.131,-0.109
'0:00.969',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.006,-0.150,-0.181,-0.175,-0.137,-0.106
'0:00.970',-0.047,-0.092,-0.045,0.069,-0.001,-0.069,0.009,-0.150,-0.181,-0.172,-0.134,-0.106
'0:00.971',-0.050,-0.097,-0.047,0.074,-0.002,-0.072,0.012,-0.150,-0.181,-0.175,-0.131,-0.106
'0:00.972',-0.051,-0.096,-0.044,0.074,-0.004,-0.070,0.016,-0.150,-0.184,-0.169,-0.134,-0.103
'0:00.973',-0.050,-0.094,-0.044,0.072,-0.003,-0.069,0.019,-0.150,-0.188,-0.175,-0.137,-0.100
'0:00.974',-0.052,-0.091,-0.039,0.071,-0.007,-0.065,0.016,-0.156,-0.188,-0.178,-0.137,-0.103
'0:00.975',-0.050,-0.087,-0.037,0.069,-0.006,-0.063,0.012,-0.156,-0.188,-0.181,-0.137,-0.106
'0:00.976',-0.047,-0.087,-0.041,0.067,-0.003,-0.064,0.009,-0.156,-0.194,-0.181,-0.137,-0.109
'0:00.977',-0.047,-0.091,-0.044,0.069,-0.002,-0.068,0.012,-0.156,-0.194,-0.181,-0.137,-0.106
'0:00.978',-0.042,-0.089,-0.047,0.066,0.002,-0.068,0.009,-0.163,-0.197,-0.181,-0.141,-0.106
'0:00.979',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.012,-0.163,-0.200,-0.181,-0.144,-0.106
'0:00.980',-0.039,-0.087,-0.048,0.064,0.004,-0.068,0.009,-0.163,-0.209,-0.181,-0.153,-0.106
'0:00.981',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.006,-0.163,-0.206,-0.181,-0.156,-0.106
'0:00.982',-0.039,-0.084,-0.045,0.062,0.003,-0.065,0.012,-0.163,-0.203,-0.188,-0.156,-0.113
'0:00.983',-0.034,-0.081,-0.047,0.058,0.006,-0.064,0.012,-0.163,-0.200,-0.188,-0.156,-0.119
'0:00.984',-0.034,-0.083,-0.048,0.059,0.007,-0.066,0.012,-0.166,-0.197,-0.188,-0.159,-0.109
'0:00.985',-0.037,-0.081,-0.044,0.059,0.003,-0.063,0.012,-0.169,-0.194,-0.188,-0.162,-0.113
'0:00.986',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.012,-0.172,-0.197,-0.188,-0.162,-0.113
'0:00.987',-0.047,-0.087,-0.041,0.067,-0.003,-0.064,0.012,-0.175,-0.194,-0.188,-0.162,-0.113
'0:00.988',-0.046,-0.091,-0.045,0.068,-0.001,-0.068,0.012,-0.175,-0.194,-0.188,-0.166,-0.113
'0:00.989',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.012,-0.175,-0.194,-0.188,-0.156,-0.113
'0:00.990',-0.041,-0.093,-0.052,0.067,0.006,-0.073,0.019,-0.172,-0.197,-0.191,-0.159,-0.116
'0:00.991',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.019,-0.169,-0.200,-0.194,-0.162,-0.119
'0:00.992',-0.041,-0.089,-0.048,0.065,0.004,-0.069,0.019,-0.172,-0.200,-0.191,-0.159,-0.116
'0:00.993',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.019,-0.169,-0.200,-0.188,-0.162,-0.113
'0:00.994',-0.033,-0.089,-0.056,0.061,0.011,-0.073,0.012,-0.169,-0.200,-0.194,-0.166,-0.119
'0:00.995',-0.034,-0.091,-0.056,0.063,0.011,-0.074,0.012,-0.169,-0.200,-0.188,-0.169,-0.113
'0:00.996',-0.041,-0.091,-0.050,0.066,0.004,-0.071,0.009,-0.172,-0.200,-0.194,-0.166,-0.116
'0:00.997',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.006,-0.181,-0.200,-0.194,-0.162,-0.113
'0:00.998',-0.045,-0.089,-0.044,0.067,-0.001,-0.066,0.009,-0.181,-0.206,-0.194,-0.172,-0.119
'0:00.999',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.012,-0.181,-0.206,-0.194,-0.175,-0.119
'0:01.000',-0.039,-0.089,-0.050,0.064,0.005,-0.070,0.009,-0.178,-0.209,-0.194,-0.169,-0.116
'0:01.001',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.006,-0.181,-0.213,-0.194,-0.169,-0.119
'0:01.002',-0.042,-0.091,-0.049,0.066,0.003,-0.070,0.006,-0.178,-0.209,-0.194,-0.166,-0.119
'0:01.003',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.006,-0.181,-0.206,-0.194,-0.169,-0.119
'0:01.004',-0.047,-0.092,-0.045,0.069,-0.001,-0.069,0.006,-0.184,-0.209,-0.194,-0.159,-0.119
'0:01.005',-0.050,-0.094,-0.044,0.072,-0.003,-0.069,0.012,-0.181,-0.206,-0.194,-0.162,-0.119
'0:01.006',-0.050,-0.093,-0.042,0.071,-0.004,-0.068,0.003,-0.181,-0.203,-0.194,-0.156,-0.119
'0:01.007',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.006,-0.181,-0.206,-0.194,-0.156,-0.119
'0:01.008',-0.050,-0.095,-0.045,0.073,-0.002,-0.070,0.009,-0.181,-0.206,-0.194,-0.162,-0.116
'0:01.009',-0.044,-0.094,-0.050,0.069,0.003,-0.072,0.006,-0.181,-0.206,-0.194,-0.162,-0.113
'0:01.010',-0.042,-0.094,-0.051,0.068,0.004,-0.073,0.003,-0.184,-0.206,-0.194,-0.166,-0.116
'0:01.011',-0.041,-0.094,-0.053,0.067,0.006,-0.074,0.000,-0.181,-0.206,-0.200,-0.169,-0.119
'0:01.012',-0.044,-0.093,-0.049,0.068,0.003,-0.071,0.003,-0.181,-0.203,-0.194,-0.169,-0.119
'0:01.013',-0.047,-0.094,-0.047,0.071,0.000,-0.071,0.006,-0.181,-0.200,-0.194,-0.169,-0.119
'0:01.014',-0.042,-0.089,-0.047,0.066,0.002,-0.068,0.003,-0.181,-0.203,-0.194,-0.172,-0.119
'0:01.015',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.000,-0.181,-0.206,-0.200,-0.175,-0.119
